iter	Passed	Remaining
1665	111816	22416
1666	111865	22346
1667	111914	22275
1668	111961	22204
1669	112023	22136
1670	112085	22068
1671	112134	21997
1672	112197	21929
1673	112245	21859
1674	112293	21788
1675	112339	21717
1676	112397	21648
1677	112439	21576
1678	112484	21505
1679	112530	21434
1680	112577	21363
1681	112634	21294
1682	112679	21223
1683	112723	21152
1684	112775	21082
1685	112821	21011
1686	112878	20943
1687	112932	20873
1688	112981	20803
1689	113034	20734
1690	113078	20663
1691	113119	20591
1692	113163	20520
1693	113215	20450
1694	113265	20381
1695	113316	20311
1696	113364	20241
1697	113416	20171
1698	113467	20102
1699	113523	20033
1700	113584	19965
1701	113625	19894
1702	113676	19825
1703	113725	19755
1704	113773	19685
1705	113824	19615
1706	113871	19545
1707	113922	19476
1708	113973	19406
1709	114019	19336
1710	114065	19266
1711	114110	19196
1712	114167	19127
1713	114212	19057
1714	114264	18988
1715	114313	18919
1716	114361	18849
1717	114419	18781
1718	114471	18712
1719	114519	18642
1720	114563	18572
1721	114625	18505
1722	114672	18435
1723	114722	18366
1724	114768	18296
1725	114814	18226
1726	114862	18157
1727	114910	18087
1728	114963	18019
1729	115006	17949
1730	115049	17878
1731	115104	17810
1732	115151	17741
1733	115208	17673
1734	115259	17604
1735	115300	17534
1736	115346	17464
1737	115400	17396
1738	115446	17326
1739	115499	17258
1740	115537	17188
1741	115578	17117
1742	115626	17048
1743	115674	16979
1744	115727	16911
1745	115779	16843
1746	115821	16773
1747	115868	16704
1748	115921	16635
1749	115972	16567
1750	116017	16498
1751	116063	16429
1752	116104	16359
1753	116149	16290
1754	116201	16221
1755	116250	16153
1756	116293	16083
1757	116339	16014
1758	116380	15945
1759	116422	15875
1760	116479	15808
1761	116529	15740
1762	116579	15671
1763	116622	15602
1764	116674	15534
1765	116725	15466
1766	116769	15397
1767	116813	15328
1768	116863	15260
1769	116906	15191
1770	116946	15121
1771	116995	15053
1772	117048	14985
1773	117097	14917
1774	117140	14848
1775	117179	14779
1776	117235	14712
1777	117278	14643
1778	117331	14575
1779	117372	14506
1780	117412	14437
1781	117453	14368
1782	117507	14301
1783	117553	14232
1784	117591	14163
1785	117644	14096
1786	117697	14028
1787	117751	13961
1788	117791	13892
1789	117844	13825
1790	117895	13757
1791	117935	13688
1792	117991	13621
1793	118038	13554
1794	118096	13487
1795	118141	13419
1796	118193	13351
1797	118236	13283
1798	118279	13215
1799	118328	13147
1800	118372	13079
1801	118426	13012
1802	118483	12945
1803	118539	12879
1804	118591	12811
1805	118634	12743
1806	118682	12676
1807	118731	12608
1808	118773	12540
1809	118832	12474
1810	118877	12406
1811	118924	12338
1812	118975	12271
1813	119019	12203
1814	119075	12137
1815	119117	12069
1816	119167	12002
1817	119217	11934
1818	119266	11867
1819	119312	11800
1820	119359	11732
1821	119418	11666
1822	119466	11599
1823	119519	11532
1824	119568	11465
1825	119606	11397
1826	119653	11330
1827	119707	11263
1828	119751	11196
1829	119803	11129
1830	119854	11062
1831	119909	10996
1832	119963	10929
1833	120018	10863
1834	120062	10795
1835	120111	10728
1836	120157	10661
1837	120201	10594
1838	120245	10527
1839	120295	10460
1840	120342	10393
1841	120399	10327
1842	120446	10260
1843	120502	10194
1844	120550	10127
1845	120597	10060
1846	120644	9993
1847	120695	9927
1848	120755	9861
1849	120815	9795
1850	120863	9729
1851	120908	9662
1852	120954	9595
1853	121006	9529
1854	121049	9462
1855	121091	9395
1856	121140	9328
1857	121200	9262
1858	121250	9196
1859	121296	9129
1860	121347	9063
1861	121396	8997
1862	121446	8930
1863	121497	8864
1864	121552	8798
1865	121595	8731
1866	121648	8665
1867	121694	8599
1868	121740	8532
1869	121792	8466
1870	121829	8399
1871	121867	8332
1872	121925	8267
1873	121968	8200
1874	122013	8134
1875	122059	8067
1876	122105	8001
1877	122149	7935
1878	122193	7868
1879	122246	7802
1880	122306	7737
1881	122352	7671
1882	122406	7605
1883	122453	7539
1884	122498	7473
1885	122551	7407
1886	122608	7342
1887	122658	7276
1888	122709	7210
1889	122764	7145
1890	122819	7079
1891	122868	7013
1892	122915	6947
1893	122965	6881
1894	123016	6816
1895	123060	6750
1896	123112	6684
1897	123159	6618
1898	123205	6552
1899	123246	6486
1900	123296	6421
1901	123353	6355
1902	123409	6290
1903	123459	6224
1904	123506	6159
1905	123549	6093
1906	123601	6027
1907	123641	5961
1908	123696	5896
1909	123745	5830
1910	123800	5765
1911	123849	5700
1912	123893	5634
1913	123950	5569
1914	124003	5504
1915	124045	5438
1916	124095	5372
1917	124145	5307
1918	124188	5241
1919	124239	5176
1920	124283	5111
1921	124328	5045
1922	124376	4980
1923	124428	4915
1924	124476	4849
1925	124522	4784
1926	124575	4719
1927	124626	4654
1928	124678	4589
1929	124725	4523
1930	124773	4458
1931	124822	4393
1932	124873	4328
1933	124925	4263
1934	124974	4198
1935	125014	4132
1936	125065	4067
1937	125116	4002
1938	125166	3937
1939	125210	3872
1940	125255	3807
1941	125307	3742
1942	125355	3677
1943	125400	3612
1944	125455	3547
1945	125503	3482
1946	125552	3417
1947	125609	3353
1948	125667	3288
1949	125707	3223
1950	125754	3158
1951	125809	3093
1952	125863	3028
1953	125912	2964
1954	125966	2899
1955	126014	2834
1956	126068	2770
1957	126118	2705
1958	126169	2640
1959	126212	2575
1960	126256	2510
1961	126306	2446
1962	126351	2381
1963	126409	2317
1964	126456	2252
1965	126506	2187
1966	126564	2123
1967	126606	2058
1968	126670	1994
1969	126725	1929
1970	126780	1865
1971	126828	1800
1972	126878	1736
1973	126922	1671
1974	126963	1607
1975	127009	1542
1976	127055	1478
1977	127104	1413
1978	127156	1349
1979	127212	1284
1980	127272	1220
1981	127319	1156
1982	127380	1092
1983	127439	1027
1984	127497	963
1985	127550	899
1986	127608	834
1987	127657	770
1988	127711	706
1989	127753	641
1990	127804	577
1991	127862	513
1992	127919	449
1993	127970	385
1994	128017	320
1995	128063	256
1996	128109	192
1997	128162	128
1998	128207	64
1999	128266	0
